size,sort_name,array_type,average_time
58400,Hybrid Merge+Insertion Sort,random,23
58500,Hybrid Merge+Insertion Sort,random,23
58600,Hybrid Merge+Insertion Sort,random,23
58700,Hybrid Merge+Insertion Sort,random,23
58800,Hybrid Merge+Insertion Sort,random,24
58900,Hybrid Merge+Insertion Sort,random,23
59000,Hybrid Merge+Insertion Sort,random,23
59100,Hybrid Merge+Insertion Sort,random,24
59200,Hybrid Merge+Insertion Sort,random,23
59300,Hybrid Merge+Insertion Sort,random,24
59400,Hybrid Merge+Insertion Sort,random,24
59500,Hybrid Merge+Insertion Sort,random,24
59600,Hybrid Merge+Insertion Sort,random,24
59700,Hybrid Merge+Insertion Sort,random,24
59800,Hybrid Merge+Insertion Sort,random,24
59900,Hybrid Merge+Insertion Sort,random,24
60000,Hybrid Merge+Insertion Sort,random,25
60100,Hybrid Merge+Insertion Sort,random,24
60200,Hybrid Merge+Insertion Sort,random,24
60300,Hybrid Merge+Insertion Sort,random,24
60400,Hybrid Merge+Insertion Sort,random,24
60500,Hybrid Merge+Insertion Sort,random,24
60600,Hybrid Merge+Insertion Sort,random,25
60700,Hybrid Merge+Insertion Sort,random,25
60800,Hybrid Merge+Insertion Sort,random,24
60900,Hybrid Merge+Insertion Sort,random,24
61000,Hybrid Merge+Insertion Sort,random,24
61100,Hybrid Merge+Insertion Sort,random,24
61200,Hybrid Merge+Insertion Sort,random,24
61300,Hybrid Merge+Insertion Sort,random,24
61400,Hybrid Merge+Insertion Sort,random,24
61500,Hybrid Merge+Insertion Sort,random,25
61600,Hybrid Merge+Insertion Sort,random,24
61700,Hybrid Merge+Insertion Sort,random,24
61800,Hybrid Merge+Insertion Sort,random,26
61900,Hybrid Merge+Insertion Sort,random,26
62000,Hybrid Merge+Insertion Sort,random,25
62100,Hybrid Merge+Insertion Sort,random,25
62200,Hybrid Merge+Insertion Sort,random,25
62300,Hybrid Merge+Insertion Sort,random,25
62400,Hybrid Merge+Insertion Sort,random,25
62500,Hybrid Merge+Insertion Sort,random,25
62600,Hybrid Merge+Insertion Sort,random,25
62700,Hybrid Merge+Insertion Sort,random,25
62800,Hybrid Merge+Insertion Sort,random,25
62900,Hybrid Merge+Insertion Sort,random,25
63000,Hybrid Merge+Insertion Sort,random,28
63100,Hybrid Merge+Insertion Sort,random,25
63200,Hybrid Merge+Insertion Sort,random,25
63300,Hybrid Merge+Insertion Sort,random,25
63400,Hybrid Merge+Insertion Sort,random,26
63500,Hybrid Merge+Insertion Sort,random,27
63600,Hybrid Merge+Insertion Sort,random,25
63700,Hybrid Merge+Insertion Sort,random,26
63800,Hybrid Merge+Insertion Sort,random,25
63900,Hybrid Merge+Insertion Sort,random,27
64000,Hybrid Merge+Insertion Sort,random,26
64100,Hybrid Merge+Insertion Sort,random,26
64200,Hybrid Merge+Insertion Sort,random,26
64300,Hybrid Merge+Insertion Sort,random,26
64400,Hybrid Merge+Insertion Sort,random,26
64500,Hybrid Merge+Insertion Sort,random,26
64600,Hybrid Merge+Insertion Sort,random,26
64700,Hybrid Merge+Insertion Sort,random,26
64800,Hybrid Merge+Insertion Sort,random,26
64900,Hybrid Merge+Insertion Sort,random,26
65000,Hybrid Merge+Insertion Sort,random,26
65100,Hybrid Merge+Insertion Sort,random,26
65200,Hybrid Merge+Insertion Sort,random,26
65300,Hybrid Merge+Insertion Sort,random,26
65400,Hybrid Merge+Insertion Sort,random,26
65500,Hybrid Merge+Insertion Sort,random,27
65600,Hybrid Merge+Insertion Sort,random,26
65700,Hybrid Merge+Insertion Sort,random,26
65800,Hybrid Merge+Insertion Sort,random,26
65900,Hybrid Merge+Insertion Sort,random,27
66000,Hybrid Merge+Insertion Sort,random,26
66100,Hybrid Merge+Insertion Sort,random,26
66200,Hybrid Merge+Insertion Sort,random,27
66300,Hybrid Merge+Insertion Sort,random,27
66400,Hybrid Merge+Insertion Sort,random,27
66500,Hybrid Merge+Insertion Sort,random,27
66600,Hybrid Merge+Insertion Sort,random,27
66700,Hybrid Merge+Insertion Sort,random,27
66800,Hybrid Merge+Insertion Sort,random,27
66900,Hybrid Merge+Insertion Sort,random,27
67000,Hybrid Merge+Insertion Sort,random,28
67100,Hybrid Merge+Insertion Sort,random,28
67200,Hybrid Merge+Insertion Sort,random,27
67300,Hybrid Merge+Insertion Sort,random,27
67400,Hybrid Merge+Insertion Sort,random,27
67500,Hybrid Merge+Insertion Sort,random,27
67600,Hybrid Merge+Insertion Sort,random,27
67700,Hybrid Merge+Insertion Sort,random,27
67800,Hybrid Merge+Insertion Sort,random,28
67900,Hybrid Merge+Insertion Sort,random,27
68000,Hybrid Merge+Insertion Sort,random,27
68100,Hybrid Merge+Insertion Sort,random,27
68200,Hybrid Merge+Insertion Sort,random,27
68300,Hybrid Merge+Insertion Sort,random,27
68400,Hybrid Merge+Insertion Sort,random,28
68500,Hybrid Merge+Insertion Sort,random,28
68600,Hybrid Merge+Insertion Sort,random,29
68700,Hybrid Merge+Insertion Sort,random,28
68800,Hybrid Merge+Insertion Sort,random,28
68900,Hybrid Merge+Insertion Sort,random,28
69000,Hybrid Merge+Insertion Sort,random,28
69100,Hybrid Merge+Insertion Sort,random,28
69200,Hybrid Merge+Insertion Sort,random,28
69300,Hybrid Merge+Insertion Sort,random,28
69400,Hybrid Merge+Insertion Sort,random,28
69500,Hybrid Merge+Insertion Sort,random,28
69600,Hybrid Merge+Insertion Sort,random,28
69700,Hybrid Merge+Insertion Sort,random,28
69800,Hybrid Merge+Insertion Sort,random,28
69900,Hybrid Merge+Insertion Sort,random,28
70000,Hybrid Merge+Insertion Sort,random,28
70100,Hybrid Merge+Insertion Sort,random,32
70200,Hybrid Merge+Insertion Sort,random,29
70300,Hybrid Merge+Insertion Sort,random,28
70400,Hybrid Merge+Insertion Sort,random,28
70500,Hybrid Merge+Insertion Sort,random,28
70600,Hybrid Merge+Insertion Sort,random,29
70700,Hybrid Merge+Insertion Sort,random,29
70800,Hybrid Merge+Insertion Sort,random,29
70900,Hybrid Merge+Insertion Sort,random,29
71000,Hybrid Merge+Insertion Sort,random,29
71100,Hybrid Merge+Insertion Sort,random,29
71200,Hybrid Merge+Insertion Sort,random,29
71300,Hybrid Merge+Insertion Sort,random,29
71400,Hybrid Merge+Insertion Sort,random,29
71500,Hybrid Merge+Insertion Sort,random,29
71600,Hybrid Merge+Insertion Sort,random,30
71700,Hybrid Merge+Insertion Sort,random,29
71800,Hybrid Merge+Insertion Sort,random,29
71900,Hybrid Merge+Insertion Sort,random,29
72000,Hybrid Merge+Insertion Sort,random,29
72100,Hybrid Merge+Insertion Sort,random,29
72200,Hybrid Merge+Insertion Sort,random,29
72300,Hybrid Merge+Insertion Sort,random,29
72400,Hybrid Merge+Insertion Sort,random,30
72500,Hybrid Merge+Insertion Sort,random,29
72600,Hybrid Merge+Insertion Sort,random,30
72700,Hybrid Merge+Insertion Sort,random,30
72800,Hybrid Merge+Insertion Sort,random,29
72900,Hybrid Merge+Insertion Sort,random,30
73000,Hybrid Merge+Insertion Sort,random,31
73100,Hybrid Merge+Insertion Sort,random,30
73200,Hybrid Merge+Insertion Sort,random,31
73300,Hybrid Merge+Insertion Sort,random,30
73400,Hybrid Merge+Insertion Sort,random,30
73500,Hybrid Merge+Insertion Sort,random,30
73600,Hybrid Merge+Insertion Sort,random,30
73700,Hybrid Merge+Insertion Sort,random,30
73800,Hybrid Merge+Insertion Sort,random,30
73900,Hybrid Merge+Insertion Sort,random,31
74000,Hybrid Merge+Insertion Sort,random,30
74100,Hybrid Merge+Insertion Sort,random,30
74200,Hybrid Merge+Insertion Sort,random,30
74300,Hybrid Merge+Insertion Sort,random,30
74400,Hybrid Merge+Insertion Sort,random,31
74500,Hybrid Merge+Insertion Sort,random,30
74600,Hybrid Merge+Insertion Sort,random,30
74700,Hybrid Merge+Insertion Sort,random,31
74800,Hybrid Merge+Insertion Sort,random,31
74900,Hybrid Merge+Insertion Sort,random,30
75000,Hybrid Merge+Insertion Sort,random,31
75100,Hybrid Merge+Insertion Sort,random,31
75200,Hybrid Merge+Insertion Sort,random,31
75300,Hybrid Merge+Insertion Sort,random,31
75400,Hybrid Merge+Insertion Sort,random,31
75500,Hybrid Merge+Insertion Sort,random,31
75600,Hybrid Merge+Insertion Sort,random,31
75700,Hybrid Merge+Insertion Sort,random,32
75800,Hybrid Merge+Insertion Sort,random,31
75900,Hybrid Merge+Insertion Sort,random,31
76000,Hybrid Merge+Insertion Sort,random,31
76100,Hybrid Merge+Insertion Sort,random,31
76200,Hybrid Merge+Insertion Sort,random,31
76300,Hybrid Merge+Insertion Sort,random,31
76400,Hybrid Merge+Insertion Sort,random,31
76500,Hybrid Merge+Insertion Sort,random,32
76600,Hybrid Merge+Insertion Sort,random,33
76700,Hybrid Merge+Insertion Sort,random,34
76800,Hybrid Merge+Insertion Sort,random,32
76900,Hybrid Merge+Insertion Sort,random,31
77000,Hybrid Merge+Insertion Sort,random,33
77100,Hybrid Merge+Insertion Sort,random,36
77200,Hybrid Merge+Insertion Sort,random,33
77300,Hybrid Merge+Insertion Sort,random,34
77400,Hybrid Merge+Insertion Sort,random,34
77500,Hybrid Merge+Insertion Sort,random,35
77600,Hybrid Merge+Insertion Sort,random,36
77700,Hybrid Merge+Insertion Sort,random,37
77800,Hybrid Merge+Insertion Sort,random,35
77900,Hybrid Merge+Insertion Sort,random,35
78000,Hybrid Merge+Insertion Sort,random,36
78100,Hybrid Merge+Insertion Sort,random,38
78200,Hybrid Merge+Insertion Sort,random,37
78300,Hybrid Merge+Insertion Sort,random,37
78400,Hybrid Merge+Insertion Sort,random,37
78500,Hybrid Merge+Insertion Sort,random,38
78600,Hybrid Merge+Insertion Sort,random,37
78700,Hybrid Merge+Insertion Sort,random,33
78800,Hybrid Merge+Insertion Sort,random,32
78900,Hybrid Merge+Insertion Sort,random,32
79000,Hybrid Merge+Insertion Sort,random,33
79100,Hybrid Merge+Insertion Sort,random,33
79200,Hybrid Merge+Insertion Sort,random,33
79300,Hybrid Merge+Insertion Sort,random,37
79400,Hybrid Merge+Insertion Sort,random,35
79500,Hybrid Merge+Insertion Sort,random,37
79600,Hybrid Merge+Insertion Sort,random,40
79700,Hybrid Merge+Insertion Sort,random,36
79800,Hybrid Merge+Insertion Sort,random,39
79900,Hybrid Merge+Insertion Sort,random,33
80000,Hybrid Merge+Insertion Sort,random,33
80100,Hybrid Merge+Insertion Sort,random,33
80200,Hybrid Merge+Insertion Sort,random,33
80300,Hybrid Merge+Insertion Sort,random,33
80400,Hybrid Merge+Insertion Sort,random,34
80500,Hybrid Merge+Insertion Sort,random,33
80600,Hybrid Merge+Insertion Sort,random,33
80700,Hybrid Merge+Insertion Sort,random,34
80800,Hybrid Merge+Insertion Sort,random,33
80900,Hybrid Merge+Insertion Sort,random,33
81000,Hybrid Merge+Insertion Sort,random,33
81100,Hybrid Merge+Insertion Sort,random,33
81200,Hybrid Merge+Insertion Sort,random,33
81300,Hybrid Merge+Insertion Sort,random,34
81400,Hybrid Merge+Insertion Sort,random,34
81500,Hybrid Merge+Insertion Sort,random,35
81600,Hybrid Merge+Insertion Sort,random,34
81700,Hybrid Merge+Insertion Sort,random,34
81800,Hybrid Merge+Insertion Sort,random,34
81900,Hybrid Merge+Insertion Sort,random,36
82000,Hybrid Merge+Insertion Sort,random,34
82100,Hybrid Merge+Insertion Sort,random,34
82200,Hybrid Merge+Insertion Sort,random,34
82300,Hybrid Merge+Insertion Sort,random,34
82400,Hybrid Merge+Insertion Sort,random,34
82500,Hybrid Merge+Insertion Sort,random,34
82600,Hybrid Merge+Insertion Sort,random,34
82700,Hybrid Merge+Insertion Sort,random,35
82800,Hybrid Merge+Insertion Sort,random,34
82900,Hybrid Merge+Insertion Sort,random,34
83000,Hybrid Merge+Insertion Sort,random,34
83100,Hybrid Merge+Insertion Sort,random,34
83200,Hybrid Merge+Insertion Sort,random,36
83300,Hybrid Merge+Insertion Sort,random,35
83400,Hybrid Merge+Insertion Sort,random,35
83500,Hybrid Merge+Insertion Sort,random,36
83600,Hybrid Merge+Insertion Sort,random,35
83700,Hybrid Merge+Insertion Sort,random,35
83800,Hybrid Merge+Insertion Sort,random,35
83900,Hybrid Merge+Insertion Sort,random,35
84000,Hybrid Merge+Insertion Sort,random,35
84100,Hybrid Merge+Insertion Sort,random,35
84200,Hybrid Merge+Insertion Sort,random,35
84300,Hybrid Merge+Insertion Sort,random,36
84400,Hybrid Merge+Insertion Sort,random,36
84500,Hybrid Merge+Insertion Sort,random,35
84600,Hybrid Merge+Insertion Sort,random,35
84700,Hybrid Merge+Insertion Sort,random,35
84800,Hybrid Merge+Insertion Sort,random,35
84900,Hybrid Merge+Insertion Sort,random,36
85000,Hybrid Merge+Insertion Sort,random,35
85100,Hybrid Merge+Insertion Sort,random,35
85200,Hybrid Merge+Insertion Sort,random,36
85300,Hybrid Merge+Insertion Sort,random,35
85400,Hybrid Merge+Insertion Sort,random,36
85500,Hybrid Merge+Insertion Sort,random,37
85600,Hybrid Merge+Insertion Sort,random,36
85700,Hybrid Merge+Insertion Sort,random,36
85800,Hybrid Merge+Insertion Sort,random,36
85900,Hybrid Merge+Insertion Sort,random,36
86000,Hybrid Merge+Insertion Sort,random,36
86100,Hybrid Merge+Insertion Sort,random,36
86200,Hybrid Merge+Insertion Sort,random,36
86300,Hybrid Merge+Insertion Sort,random,36
86400,Hybrid Merge+Insertion Sort,random,36
86500,Hybrid Merge+Insertion Sort,random,36
86600,Hybrid Merge+Insertion Sort,random,36
86700,Hybrid Merge+Insertion Sort,random,37
86800,Hybrid Merge+Insertion Sort,random,36
86900,Hybrid Merge+Insertion Sort,random,36
87000,Hybrid Merge+Insertion Sort,random,36
87100,Hybrid Merge+Insertion Sort,random,37
87200,Hybrid Merge+Insertion Sort,random,36
87300,Hybrid Merge+Insertion Sort,random,37
87400,Hybrid Merge+Insertion Sort,random,36
87500,Hybrid Merge+Insertion Sort,random,37
87600,Hybrid Merge+Insertion Sort,random,37
87700,Hybrid Merge+Insertion Sort,random,37
87800,Hybrid Merge+Insertion Sort,random,37
87900,Hybrid Merge+Insertion Sort,random,38
88000,Hybrid Merge+Insertion Sort,random,37
88100,Hybrid Merge+Insertion Sort,random,37
88200,Hybrid Merge+Insertion Sort,random,37
88300,Hybrid Merge+Insertion Sort,random,37
88400,Hybrid Merge+Insertion Sort,random,37
88500,Hybrid Merge+Insertion Sort,random,38
88600,Hybrid Merge+Insertion Sort,random,38
88700,Hybrid Merge+Insertion Sort,random,37
88800,Hybrid Merge+Insertion Sort,random,39
88900,Hybrid Merge+Insertion Sort,random,37
89000,Hybrid Merge+Insertion Sort,random,39
89100,Hybrid Merge+Insertion Sort,random,38
89200,Hybrid Merge+Insertion Sort,random,39
89300,Hybrid Merge+Insertion Sort,random,41
89400,Hybrid Merge+Insertion Sort,random,38
89500,Hybrid Merge+Insertion Sort,random,38
89600,Hybrid Merge+Insertion Sort,random,38
89700,Hybrid Merge+Insertion Sort,random,38
89800,Hybrid Merge+Insertion Sort,random,38
89900,Hybrid Merge+Insertion Sort,random,38
90000,Hybrid Merge+Insertion Sort,random,38
90100,Hybrid Merge+Insertion Sort,random,40
90200,Hybrid Merge+Insertion Sort,random,38
90300,Hybrid Merge+Insertion Sort,random,38
90400,Hybrid Merge+Insertion Sort,random,38
90500,Hybrid Merge+Insertion Sort,random,38
90600,Hybrid Merge+Insertion Sort,random,38
90700,Hybrid Merge+Insertion Sort,random,38
90800,Hybrid Merge+Insertion Sort,random,38
90900,Hybrid Merge+Insertion Sort,random,38
91000,Hybrid Merge+Insertion Sort,random,38
91100,Hybrid Merge+Insertion Sort,random,39
91200,Hybrid Merge+Insertion Sort,random,40
91300,Hybrid Merge+Insertion Sort,random,39
91400,Hybrid Merge+Insertion Sort,random,39
91500,Hybrid Merge+Insertion Sort,random,38
91600,Hybrid Merge+Insertion Sort,random,39
91700,Hybrid Merge+Insertion Sort,random,39
91800,Hybrid Merge+Insertion Sort,random,44
91900,Hybrid Merge+Insertion Sort,random,39
92000,Hybrid Merge+Insertion Sort,random,39
92100,Hybrid Merge+Insertion Sort,random,39
92200,Hybrid Merge+Insertion Sort,random,39
92300,Hybrid Merge+Insertion Sort,random,40
92400,Hybrid Merge+Insertion Sort,random,39
92500,Hybrid Merge+Insertion Sort,random,39
92600,Hybrid Merge+Insertion Sort,random,39
92700,Hybrid Merge+Insertion Sort,random,39
92800,Hybrid Merge+Insertion Sort,random,40
92900,Hybrid Merge+Insertion Sort,random,39
93000,Hybrid Merge+Insertion Sort,random,39
93100,Hybrid Merge+Insertion Sort,random,40
93200,Hybrid Merge+Insertion Sort,random,43
93300,Hybrid Merge+Insertion Sort,random,41
93400,Hybrid Merge+Insertion Sort,random,40
93500,Hybrid Merge+Insertion Sort,random,43
93600,Hybrid Merge+Insertion Sort,random,40
93700,Hybrid Merge+Insertion Sort,random,40
93800,Hybrid Merge+Insertion Sort,random,40
93900,Hybrid Merge+Insertion Sort,random,40
94000,Hybrid Merge+Insertion Sort,random,41
94100,Hybrid Merge+Insertion Sort,random,40
94200,Hybrid Merge+Insertion Sort,random,40
94300,Hybrid Merge+Insertion Sort,random,40
94400,Hybrid Merge+Insertion Sort,random,43
94500,Hybrid Merge+Insertion Sort,random,42
94600,Hybrid Merge+Insertion Sort,random,41
94700,Hybrid Merge+Insertion Sort,random,41
94800,Hybrid Merge+Insertion Sort,random,42
94900,Hybrid Merge+Insertion Sort,random,41
95000,Hybrid Merge+Insertion Sort,random,41
95100,Hybrid Merge+Insertion Sort,random,41
95200,Hybrid Merge+Insertion Sort,random,42
95300,Hybrid Merge+Insertion Sort,random,41
95400,Hybrid Merge+Insertion Sort,random,42
95500,Hybrid Merge+Insertion Sort,random,43
95600,Hybrid Merge+Insertion Sort,random,43
95700,Hybrid Merge+Insertion Sort,random,45
95800,Hybrid Merge+Insertion Sort,random,41
95900,Hybrid Merge+Insertion Sort,random,41
96000,Hybrid Merge+Insertion Sort,random,41
96100,Hybrid Merge+Insertion Sort,random,41
96200,Hybrid Merge+Insertion Sort,random,42
96300,Hybrid Merge+Insertion Sort,random,41
96400,Hybrid Merge+Insertion Sort,random,43
96500,Hybrid Merge+Insertion Sort,random,42
96600,Hybrid Merge+Insertion Sort,random,42
96700,Hybrid Merge+Insertion Sort,random,42
96800,Hybrid Merge+Insertion Sort,random,42
96900,Hybrid Merge+Insertion Sort,random,42
97000,Hybrid Merge+Insertion Sort,random,42
97100,Hybrid Merge+Insertion Sort,random,42
97200,Hybrid Merge+Insertion Sort,random,42
97300,Hybrid Merge+Insertion Sort,random,42
97400,Hybrid Merge+Insertion Sort,random,43
97500,Hybrid Merge+Insertion Sort,random,42
97600,Hybrid Merge+Insertion Sort,random,43
97700,Hybrid Merge+Insertion Sort,random,42
97800,Hybrid Merge+Insertion Sort,random,42
97900,Hybrid Merge+Insertion Sort,random,42
98000,Hybrid Merge+Insertion Sort,random,42
98100,Hybrid Merge+Insertion Sort,random,42
98200,Hybrid Merge+Insertion Sort,random,42
98300,Hybrid Merge+Insertion Sort,random,42
98400,Hybrid Merge+Insertion Sort,random,44
98500,Hybrid Merge+Insertion Sort,random,43
98600,Hybrid Merge+Insertion Sort,random,43
98700,Hybrid Merge+Insertion Sort,random,43
98800,Hybrid Merge+Insertion Sort,random,43
98900,Hybrid Merge+Insertion Sort,random,43
99000,Hybrid Merge+Insertion Sort,random,43
99100,Hybrid Merge+Insertion Sort,random,43
99200,Hybrid Merge+Insertion Sort,random,43
99300,Hybrid Merge+Insertion Sort,random,43
99400,Hybrid Merge+Insertion Sort,random,44
99500,Hybrid Merge+Insertion Sort,random,43
99600,Hybrid Merge+Insertion Sort,random,43
99700,Hybrid Merge+Insertion Sort,random,43
99800,Hybrid Merge+Insertion Sort,random,43
99900,Hybrid Merge+Insertion Sort,random,43
100000,Hybrid Merge+Insertion Sort,random,43
500,Hybrid Merge+Insertion Sort,reversed,0
600,Hybrid Merge+Insertion Sort,reversed,0
700,Hybrid Merge+Insertion Sort,reversed,0
800,Hybrid Merge+Insertion Sort,reversed,0
900,Hybrid Merge+Insertion Sort,reversed,0
1000,Hybrid Merge+Insertion Sort,reversed,0
1100,Hybrid Merge+Insertion Sort,reversed,0
1200,Hybrid Merge+Insertion Sort,reversed,0
1300,Hybrid Merge+Insertion Sort,reversed,0
1400,Hybrid Merge+Insertion Sort,reversed,0
1500,Hybrid Merge+Insertion Sort,reversed,0
1600,Hybrid Merge+Insertion Sort,reversed,0
1700,Hybrid Merge+Insertion Sort,reversed,0
1800,Hybrid Merge+Insertion Sort,reversed,0
1900,Hybrid Merge+Insertion Sort,reversed,0
2000,Hybrid Merge+Insertion Sort,reversed,0
2100,Hybrid Merge+Insertion Sort,reversed,0
2200,Hybrid Merge+Insertion Sort,reversed,0
2300,Hybrid Merge+Insertion Sort,reversed,0
2400,Hybrid Merge+Insertion Sort,reversed,0
2500,Hybrid Merge+Insertion Sort,reversed,0
2600,Hybrid Merge+Insertion Sort,reversed,0
2700,Hybrid Merge+Insertion Sort,reversed,0
2800,Hybrid Merge+Insertion Sort,reversed,1
2900,Hybrid Merge+Insertion Sort,reversed,1
3000,Hybrid Merge+Insertion Sort,reversed,1
3100,Hybrid Merge+Insertion Sort,reversed,1
3200,Hybrid Merge+Insertion Sort,reversed,1
3300,Hybrid Merge+Insertion Sort,reversed,1
3400,Hybrid Merge+Insertion Sort,reversed,1
3500,Hybrid Merge+Insertion Sort,reversed,1
3600,Hybrid Merge+Insertion Sort,reversed,1
3700,Hybrid Merge+Insertion Sort,reversed,1
3800,Hybrid Merge+Insertion Sort,reversed,1
3900,Hybrid Merge+Insertion Sort,reversed,1
4000,Hybrid Merge+Insertion Sort,reversed,1
4100,Hybrid Merge+Insertion Sort,reversed,1
4200,Hybrid Merge+Insertion Sort,reversed,1
4300,Hybrid Merge+Insertion Sort,reversed,1
4400,Hybrid Merge+Insertion Sort,reversed,1
4500,Hybrid Merge+Insertion Sort,reversed,1
4600,Hybrid Merge+Insertion Sort,reversed,1
4700,Hybrid Merge+Insertion Sort,reversed,1
4800,Hybrid Merge+Insertion Sort,reversed,1
4900,Hybrid Merge+Insertion Sort,reversed,1
5000,Hybrid Merge+Insertion Sort,reversed,1
5100,Hybrid Merge+Insertion Sort,reversed,1
5200,Hybrid Merge+Insertion Sort,reversed,1
5300,Hybrid Merge+Insertion Sort,reversed,1
5400,Hybrid Merge+Insertion Sort,reversed,2
5500,Hybrid Merge+Insertion Sort,reversed,2
5600,Hybrid Merge+Insertion Sort,reversed,2
5700,Hybrid Merge+Insertion Sort,reversed,2
5800,Hybrid Merge+Insertion Sort,reversed,2
5900,Hybrid Merge+Insertion Sort,reversed,2
6000,Hybrid Merge+Insertion Sort,reversed,2
6100,Hybrid Merge+Insertion Sort,reversed,2
6200,Hybrid Merge+Insertion Sort,reversed,2
6300,Hybrid Merge+Insertion Sort,reversed,2
6400,Hybrid Merge+Insertion Sort,reversed,2
6500,Hybrid Merge+Insertion Sort,reversed,2
6600,Hybrid Merge+Insertion Sort,reversed,2
6700,Hybrid Merge+Insertion Sort,reversed,2
6800,Hybrid Merge+Insertion Sort,reversed,2
6900,Hybrid Merge+Insertion Sort,reversed,2
7000,Hybrid Merge+Insertion Sort,reversed,2
7100,Hybrid Merge+Insertion Sort,reversed,2
7200,Hybrid Merge+Insertion Sort,reversed,2
7300,Hybrid Merge+Insertion Sort,reversed,2
7400,Hybrid Merge+Insertion Sort,reversed,2
7500,Hybrid Merge+Insertion Sort,reversed,2
7600,Hybrid Merge+Insertion Sort,reversed,2
7700,Hybrid Merge+Insertion Sort,reversed,2
7800,Hybrid Merge+Insertion Sort,reversed,2
7900,Hybrid Merge+Insertion Sort,reversed,2
8000,Hybrid Merge+Insertion Sort,reversed,2
8100,Hybrid Merge+Insertion Sort,reversed,2
8200,Hybrid Merge+Insertion Sort,reversed,2
8300,Hybrid Merge+Insertion Sort,reversed,2
8400,Hybrid Merge+Insertion Sort,reversed,3
8500,Hybrid Merge+Insertion Sort,reversed,3
8600,Hybrid Merge+Insertion Sort,reversed,3
8700,Hybrid Merge+Insertion Sort,reversed,3
8800,Hybrid Merge+Insertion Sort,reversed,3
8900,Hybrid Merge+Insertion Sort,reversed,3
9000,Hybrid Merge+Insertion Sort,reversed,3
9100,Hybrid Merge+Insertion Sort,reversed,3
9200,Hybrid Merge+Insertion Sort,reversed,3
9300,Hybrid Merge+Insertion Sort,reversed,3
9400,Hybrid Merge+Insertion Sort,reversed,3
9500,Hybrid Merge+Insertion Sort,reversed,3
9600,Hybrid Merge+Insertion Sort,reversed,3
9700,Hybrid Merge+Insertion Sort,reversed,3
9800,Hybrid Merge+Insertion Sort,reversed,3
9900,Hybrid Merge+Insertion Sort,reversed,3
10000,Hybrid Merge+Insertion Sort,reversed,3
10100,Hybrid Merge+Insertion Sort,reversed,3
10200,Hybrid Merge+Insertion Sort,reversed,4
10300,Hybrid Merge+Insertion Sort,reversed,4
10400,Hybrid Merge+Insertion Sort,reversed,4
10500,Hybrid Merge+Insertion Sort,reversed,4
10600,Hybrid Merge+Insertion Sort,reversed,4
10700,Hybrid Merge+Insertion Sort,reversed,4
10800,Hybrid Merge+Insertion Sort,reversed,4
10900,Hybrid Merge+Insertion Sort,reversed,4
11000,Hybrid Merge+Insertion Sort,reversed,4
11100,Hybrid Merge+Insertion Sort,reversed,4
11200,Hybrid Merge+Insertion Sort,reversed,4
11300,Hybrid Merge+Insertion Sort,reversed,4
11400,Hybrid Merge+Insertion Sort,reversed,4
11500,Hybrid Merge+Insertion Sort,reversed,4
11600,Hybrid Merge+Insertion Sort,reversed,4
11700,Hybrid Merge+Insertion Sort,reversed,5
11800,Hybrid Merge+Insertion Sort,reversed,5
11900,Hybrid Merge+Insertion Sort,reversed,4
12000,Hybrid Merge+Insertion Sort,reversed,5
12100,Hybrid Merge+Insertion Sort,reversed,5
12200,Hybrid Merge+Insertion Sort,reversed,5
12300,Hybrid Merge+Insertion Sort,reversed,5
12400,Hybrid Merge+Insertion Sort,reversed,5
12500,Hybrid Merge+Insertion Sort,reversed,5
12600,Hybrid Merge+Insertion Sort,reversed,5
12700,Hybrid Merge+Insertion Sort,reversed,5
12800,Hybrid Merge+Insertion Sort,reversed,5
12900,Hybrid Merge+Insertion Sort,reversed,5
13000,Hybrid Merge+Insertion Sort,reversed,4
13100,Hybrid Merge+Insertion Sort,reversed,4
13200,Hybrid Merge+Insertion Sort,reversed,4
13300,Hybrid Merge+Insertion Sort,reversed,4
13400,Hybrid Merge+Insertion Sort,reversed,4
13500,Hybrid Merge+Insertion Sort,reversed,4
13600,Hybrid Merge+Insertion Sort,reversed,4
13700,Hybrid Merge+Insertion Sort,reversed,4
13800,Hybrid Merge+Insertion Sort,reversed,4
13900,Hybrid Merge+Insertion Sort,reversed,4
14000,Hybrid Merge+Insertion Sort,reversed,4
14100,Hybrid Merge+Insertion Sort,reversed,4
14200,Hybrid Merge+Insertion Sort,reversed,4
14300,Hybrid Merge+Insertion Sort,reversed,5
14400,Hybrid Merge+Insertion Sort,reversed,5
14500,Hybrid Merge+Insertion Sort,reversed,5
14600,Hybrid Merge+Insertion Sort,reversed,5
14700,Hybrid Merge+Insertion Sort,reversed,5
14800,Hybrid Merge+Insertion Sort,reversed,5
14900,Hybrid Merge+Insertion Sort,reversed,5
15000,Hybrid Merge+Insertion Sort,reversed,5
15100,Hybrid Merge+Insertion Sort,reversed,5
15200,Hybrid Merge+Insertion Sort,reversed,5
15300,Hybrid Merge+Insertion Sort,reversed,5
15400,Hybrid Merge+Insertion Sort,reversed,5
15500,Hybrid Merge+Insertion Sort,reversed,5
15600,Hybrid Merge+Insertion Sort,reversed,5
15700,Hybrid Merge+Insertion Sort,reversed,5
